Customer ID,Cluster,Persona,Recency,Frequency,Monetary,AverageOrderValue
12475.0,1,Dormant Customers,54,2,1149.64,574.82
12476.0,0,Regular Customers,16,23,14083.91,612.3439130434782
12477.0,0,Regular Customers,23,9,20276.37,2252.93
12478.0,1,Dormant Customers,4,1,680.99,680.99
12479.0,1,Dormant Customers,11,1,527.2,527.2
12480.0,0,Regular Customers,28,7,5464.85,780.6928571428572
12481.0,0,Regular Customers,23,15,12185.51,812.3673333333334
12482.0,0,Regular Customers,576,29,23691.4,816.944827586207
12483.0,0,Regular Customers,17,19,5097.18,268.27263157894737
12484.0,0,Regular Customers,33,12,6354.1,529.5083333333333
12485.0,1,Dormant Customers,529,1,708.1,708.1
12486.0,1,Dormant Customers,432,1,1037.28,1037.28
12487.0,1,Dormant Customers,731,1,285.29999999999995,285.29999999999995
12488.0,1,Dormant Customers,10,3,1298.66,432.8866666666667
12489.0,1,Dormant Customers,336,1,334.93,334.93
12490.0,0,Regular Customers,5,21,9823.64,467.79238095238094
12491.0,1,Dormant Customers,39,1,460.40000000000003,460.40000000000003
12492.0,1,Dormant Customers,63,3,715.21,238.40333333333334
12493.0,1,Dormant Customers,166,2,433.74,216.87
12494.0,0,Regular Customers,16,9,1815.27,201.69666666666666
12495.0,1,Dormant Customers,641,1,357.4,357.4
12496.0,1,Dormant Customers,620,2,45.34,22.67
12497.0,0,Regular Customers,82,3,6248.5,2082.8333333333335
12498.0,1,Dormant Customers,21,3,403.70000000000005,134.5666666666667
12499.0,1,Dormant Customers,560,1,393.72,393.72
12500.0,0,Regular Customers,23,19,5955.21,313.4321052631579
12501.0,1,Dormant Customers,337,1,2169.39,2169.39
12502.0,1,Dormant Customers,96,5,3723.87,744.774
12503.0,1,Dormant Customers,584,1,1126.0,1126.0
12504.0,0,Regular Customers,18,4,779.05,194.7625
12505.0,1,Dormant Customers,409,1,955.2,955.2
12506.0,1,Dormant Customers,233,1,73.5,73.5
12507.0,1,Dormant Customers,134,4,1844.06,461.015
12508.0,1,Dormant Customers,26,2,397.88,198.94
12509.0,1,Dormant Customers,284,1,176.5,176.5
12510.0,0,Regular Customers,143,9,5178.02,575.3355555555556
12511.0,1,Dormant Customers,429,1,3084.02,3084.02
12512.0,1,Dormant Customers,66,2,132.18,66.09
12513.0,1,Dormant Customers,113,1,612.29,612.29
12514.0,1,Dormant Customers,267,2,1597.76,798.88
12515.0,1,Dormant Customers,353,1,383.7,383.7
12516.0,0,Regular Customers,78,4,2648.62,662.155
12517.0,1,Dormant Customers,28,5,2481.6,496.32
12518.0,1,Dormant Customers,1,5,2056.89,411.378
12519.0,1,Dormant Customers,64,2,716.54,358.27
12520.0,1,Dormant Customers,79,5,2634.26,526.8520000000001
12521.0,1,Dormant Customers,143,1,599.68,599.68
12522.0,1,Dormant Customers,39,2,192.72,96.36
12523.0,0,Regular Customers,19,23,4352.35,189.2326086956522
12524.0,0,Regular Customers,9,17,11126.11,654.4770588235294
12525.0,1,Dormant Customers,498,3,973.73,324.57666666666665
12526.0,1,Dormant Customers,1,3,1316.66,438.8866666666667
12527.0,1,Dormant Customers,82,5,735.51,147.102
12528.0,0,Regular Customers,9,6,1933.48,322.24666666666667
12529.0,1,Dormant Customers,528,1,316.48,316.48
12530.0,0,Regular Customers,60,9,3759.26,417.6955555555556
12531.0,1,Dormant Customers,15,2,1933.2,966.6
12532.0,1,Dormant Customers,30,1,349.83000000000004,349.83000000000004
12533.0,1,Dormant Customers,628,2,1367.89,683.945
12534.0,1,Dormant Customers,131,1,1089.18,1089.18
12535.0,1,Dormant Customers,92,2,716.35,358.175
12536.0,1,Dormant Customers,43,3,12601.830000000002,4200.610000000001
12537.0,1,Dormant Customers,409,1,732.94,732.94
12538.0,1,Dormant Customers,29,2,640.45,320.225
12539.0,0,Regular Customers,22,7,11214.75,1602.107142857143
12540.0,0,Regular Customers,20,33,22254.49,674.3784848484848
12541.0,1,Dormant Customers,30,3,981.18,327.06
12542.0,1,Dormant Customers,484,2,481.88,240.94
12543.0,1,Dormant Customers,448,1,980.25,980.25
12544.0,1,Dormant Customers,36,1,372.7,372.7
12545.0,1,Dormant Customers,75,2,1000.39,500.195
12546.0,1,Dormant Customers,47,2,1161.5,580.75
12547.0,1,Dormant Customers,198,3,383.58,127.86
12548.0,1,Dormant Customers,166,1,95.19999999999999,95.19999999999999
12549.0,1,Dormant Customers,576,6,1575.68,262.61333333333334
12550.0,1,Dormant Customers,79,1,964.83,964.83
12551.0,1,Dormant Customers,358,1,168.0,168.0
12552.0,1,Dormant Customers,39,2,437.82,218.91
12553.0,0,Regular Customers,8,12,4608.75,384.0625
12554.0,1,Dormant Customers,449,1,468.5,468.5
12555.0,1,Dormant Customers,682,1,129.23,129.23
12556.0,1,Dormant Customers,50,2,599.56,299.78
12557.0,0,Regular Customers,16,8,18096.14,2262.0175
12558.0,1,Dormant Customers,8,1,269.96,269.96
12559.0,1,Dormant Customers,311,2,561.71,280.855
12560.0,1,Dormant Customers,5,3,2134.01,711.3366666666667
12561.0,1,Dormant Customers,303,1,238.85,238.85
12562.0,0,Regular Customers,8,9,4966.92,551.88
12563.0,1,Dormant Customers,409,1,249.24,249.24
12564.0,1,Dormant Customers,261,1,456.9,456.9
12565.0,1,Dormant Customers,289,1,145.92,145.92
12566.0,1,Dormant Customers,86,1,351.65,351.65
12567.0,0,Regular Customers,23,15,11767.48,784.4986666666666
12568.0,1,Dormant Customers,645,1,70.0,70.0
12569.0,0,Regular Customers,2,32,4124.69,128.8965625
12570.0,1,Dormant Customers,682,1,77.52,77.52
12571.0,1,Dormant Customers,40,2,519.61,259.805
12572.0,1,Dormant Customers,9,2,1020.42,510.21
12573.0,1,Dormant Customers,227,5,717.41,143.482
12574.0,1,Dormant Customers,316,1,218.45,218.45
12575.0,1,Dormant Customers,457,2,622.8199999999999,311.40999999999997
12576.0,0,Regular Customers,36,8,2142.72,267.84
12577.0,0,Regular Customers,35,8,1617.1,202.1375
12578.0,1,Dormant Customers,21,4,4642.45,1160.6125
12579.0,1,Dormant Customers,78,1,440.42,440.42
12580.0,1,Dormant Customers,247,2,1052.9,526.45
12581.0,1,Dormant Customers,40,1,197.71,197.71
12582.0,1,Dormant Customers,239,4,1980.4,495.1
12583.0,0,Regular Customers,3,27,13591.58,503.39185185185187
12584.0,0,Regular Customers,4,9,2338.15,259.7944444444445
12585.0,1,Dormant Customers,234,2,2040.1,1020.05
12586.0,0,Regular Customers,17,4,2062.67,515.6675
12587.0,1,Dormant Customers,8,1,144.0,144.0
12588.0,0,Regular Customers,39,4,958.78,239.695
12589.0,0,Regular Customers,29,8,4695.66,586.9575
12590.0,1,Dormant Customers,211,2,9864.26,4932.13
12591.0,1,Dormant Customers,317,3,1338.95,446.31666666666666
12592.0,0,Regular Customers,92,5,2582.66,516.5319999999999
12593.0,1,Dormant Customers,109,3,418.09999999999997,139.36666666666665
12594.0,0,Regular Customers,38,15,5090.110000000001,339.3406666666667
12595.0,1,Dormant Customers,505,1,299.02,299.02
12596.0,1,Dormant Customers,51,2,618.27,309.135
12597.0,1,Dormant Customers,19,4,3811.22,952.805
12598.0,0,Regular Customers,10,11,4534.09,412.19
12599.0,0,Regular Customers,29,13,2296.72,176.67076923076922
12600.0,0,Regular Customers,29,21,4967.42,236.54380952380953
12601.0,1,Dormant Customers,190,6,681.26,113.54333333333334
12602.0,1,Dormant Customers,59,1,153.12,153.12
12603.0,1,Dormant Customers,22,1,739.1999999999999,739.1999999999999
12604.0,1,Dormant Customers,79,2,254.18,127.09
12605.0,1,Dormant Customers,376,4,1232.95,308.2375
12606.0,1,Dormant Customers,682,1,21.0,21.0
12607.0,1,Dormant Customers,60,1,1579.51,1579.51
12608.0,1,Dormant Customers,405,1,415.79,415.79
12609.0,0,Regular Customers,78,9,3435.86,381.76222222222225
12610.0,1,Dormant Customers,23,5,2099.54,419.908
12611.0,1,Dormant Customers,52,1,1193.32,1193.32
12612.0,1,Dormant Customers,74,1,704.0400000000001,704.0400000000001
12613.0,0,Regular Customers,57,10,6817.37,681.737
12614.0,1,Dormant Customers,278,1,315.6,315.6
12615.0,0,Regular Customers,2,8,5740.98,717.6225
12616.0,1,Dormant Customers,95,3,1131.1,377.0333333333333
12617.0,1,Dormant Customers,29,1,352.98,352.98
12618.0,1,Dormant Customers,22,1,177.31,177.31
12619.0,0,Regular Customers,16,10,3781.38,378.13800000000003
12620.0,1,Dormant Customers,15,3,1339.41,446.47
12621.0,0,Regular Customers,2,35,24311.2,694.6057142857143
12622.0,1,Dormant Customers,232,1,180.1,180.1
12623.0,0,Regular Customers,276,7,3747.84,535.4057142857143
12624.0,1,Dormant Customers,106,2,641.13,320.565
12625.0,1,Dormant Customers,212,4,5164.88,1291.22
12626.0,0,Regular Customers,23,9,6620.48,735.6088888888888
12627.0,0,Regular Customers,11,7,4478.53,639.79
12628.0,1,Dormant Customers,4,3,786.46,262.15333333333336
12629.0,1,Dormant Customers,386,2,1558.22,779.11
12630.0,1,Dormant Customers,10,2,1270.88,635.44
12631.0,0,Regular Customers,57,6,3481.57,580.2616666666667
12632.0,1,Dormant Customers,521,2,804.88,402.44
12633.0,0,Regular Customers,59,7,5678.16,811.1657142857142
12634.0,1,Dormant Customers,536,2,490.0,245.0
12635.0,1,Dormant Customers,90,4,2930.41,732.6025
12636.0,1,Dormant Customers,739,1,141.0,141.0
12637.0,0,Regular Customers,67,12,8283.81,690.3175
12638.0,1,Dormant Customers,33,2,921.49,460.745
12639.0,1,Dormant Customers,239,3,1312.37,437.45666666666665
12640.0,1,Dormant Customers,24,3,1174.58,391.52666666666664
12641.0,1,Dormant Customers,115,1,185.9,185.9
12642.0,1,Dormant Customers,25,3,1013.26,337.75333333333333
12643.0,0,Regular Customers,128,12,8304.82,692.0683333333333
12644.0,1,Dormant Customers,130,4,1918.49,479.6225
12645.0,0,Regular Customers,34,8,3539.3,442.4125
12646.0,1,Dormant Customers,5,2,1346.97,673.485
12647.0,0,Regular Customers,22,36,16955.55,470.98749999999995
12648.0,0,Regular Customers,155,4,1112.0,278.0
12649.0,0,Regular Customers,107,8,2294.65,286.83125
12650.0,1,Dormant Customers,3,1,314.44,314.44
12651.0,1,Dormant Customers,335,4,377.75,94.4375
12652.0,1,Dormant Customers,331,2,1017.03,508.515
12653.0,1,Dormant Customers,149,3,4160.83,1386.9433333333334
12654.0,1,Dormant Customers,11,5,601.98,120.396
12655.0,1,Dormant Customers,424,1,261.35,261.35
12656.0,0,Regular Customers,17,8,6407.83,800.97875
12657.0,1,Dormant Customers,11,4,1643.18,410.795
12658.0,1,Dormant Customers,19,1,686.05,686.05
12659.0,1,Dormant Customers,30,1,91.68,91.68
12660.0,1,Dormant Customers,11,1,245.1,245.1
12661.0,1,Dormant Customers,436,1,162.0,162.0
12662.0,0,Regular Customers,1,20,6726.54,336.327
12663.0,1,Dormant Customers,625,2,239.4,119.7
12664.0,0,Regular Customers,8,11,6070.04,551.8218181818182
12665.0,1,Dormant Customers,325,3,313.6,104.53333333333335
12666.0,1,Dormant Customers,394,1,1248.42,1248.42
12667.0,1,Dormant Customers,58,1,620.13,620.13
12668.0,0,Regular Customers,12,10,11383.03,1138.303
12669.0,1,Dormant Customers,151,3,2744.0299999999997,914.6766666666666
12670.0,0,Regular Customers,10,7,3760.29,537.1842857142857
12671.0,1,Dormant Customers,606,1,2622.481,2622.481
12672.0,1,Dormant Customers,330,2,437.05,218.525
12673.0,1,Dormant Customers,5,3,1230.02,410.00666666666666
12674.0,1,Dormant Customers,39,4,1970.6,492.65
12675.0,1,Dormant Customers,554,2,957.25,478.625
12676.0,0,Regular Customers,25,11,2843.09,258.4627272727273
12677.0,1,Dormant Customers,555,2,395.1,197.55
12678.0,0,Regular Customers,42,21,34281.18,1632.4371428571428
12679.0,1,Dormant Customers,59,4,1113.02,278.255
12680.0,1,Dormant Customers,1,4,880.81,220.2025
12681.0,0,Regular Customers,15,45,29834.76,662.9946666666666
12682.0,0,Regular Customers,4,52,22950.22,441.35038461538466
12683.0,0,Regular Customers,4,21,11633.7,553.9857142857143
12684.0,0,Regular Customers,8,7,2283.63,326.23285714285714
12685.0,1,Dormant Customers,28,6,2863.08,477.18
12686.0,1,Dormant Customers,372,1,89.14,89.14
12687.0,1,Dormant Customers,481,2,2138.91,1069.455
12688.0,1,Dormant Customers,114,1,4873.8099999999995,4873.8099999999995
12689.0,1,Dormant Customers,26,2,1247.61,623.805
12690.0,1,Dormant Customers,206,1,389.01,389.01
12691.0,0,Regular Customers,28,7,1170.4,167.20000000000002
12692.0,1,Dormant Customers,637,1,110.95,110.95
12693.0,0,Regular Customers,127,7,1703.02,243.28857142857143
12694.0,1,Dormant Customers,70,3,1843.35,614.4499999999999
12695.0,0,Regular Customers,7,7,1407.1200000000001,201.0171428571429
12696.0,1,Dormant Customers,435,2,851.91,425.955
12697.0,1,Dormant Customers,29,3,957.59,319.19666666666666
12698.0,1,Dormant Customers,590,1,339.75,339.75
12699.0,1,Dormant Customers,418,1,638.11,638.11
12700.0,0,Regular Customers,8,4,4939.99,1234.9975
12701.0,0,Regular Customers,80,6,2446.41,407.73499999999996
12702.0,1,Dormant Customers,20,1,219.0,219.0
12703.0,0,Regular Customers,71,4,1006.53,251.6325
12704.0,1,Dormant Customers,7,8,2340.84,292.605
12705.0,0,Regular Customers,15,14,11762.1,840.15
12707.0,1,Dormant Customers,292,1,603.42,603.42
12708.0,0,Regular Customers,30,18,5117.66,284.31444444444446
12709.0,0,Regular Customers,15,34,30291.76,890.9341176470588
12710.0,1,Dormant Customers,97,3,1149.02,383.00666666666666
12711.0,1,Dormant Customers,612,2,1339.05,669.525
12712.0,0,Regular Customers,29,21,6723.03,320.14428571428573
12713.0,1,Dormant Customers,1,1,848.55,848.55
12714.0,0,Regular Customers,9,12,14093.71,1174.4758333333332
12715.0,1,Dormant Customers,106,1,343.36,343.36
12716.0,1,Dormant Customers,4,2,1053.49,526.745
12717.0,1,Dormant Customers,151,3,1308.91,436.30333333333334
12718.0,1,Dormant Customers,71,1,238.25,238.25
12719.0,1,Dormant Customers,5,2,644.95,322.475
12720.0,0,Regular Customers,3,30,7787.28,259.57599999999996
12721.0,0,Regular Customers,32,8,4013.08,501.635
12722.0,1,Dormant Customers,85,4,997.63,249.4075
12723.0,1,Dormant Customers,4,5,725.07,145.014
12724.0,0,Regular Customers,5,7,2317.52,331.07428571428574
12725.0,1,Dormant Customers,371,4,2266.76,566.69
12726.0,0,Regular Customers,28,11,4014.6,364.96363636363634
12727.0,0,Regular Customers,11,10,5679.53,567.953
12728.0,1,Dormant Customers,71,5,1070.17,214.03400000000002
12729.0,1,Dormant Customers,114,1,453.01,453.01
12730.0,1,Dormant Customers,522,1,829.25,829.25
12731.0,0,Regular Customers,24,17,25775.71,1516.2182352941177
12732.0,1,Dormant Customers,180,1,236.26000000000002,236.26000000000002
12733.0,1,Dormant Customers,234,4,2424.87,606.2175
12734.0,1,Dormant Customers,353,3,639.65,213.21666666666667
12735.0,1,Dormant Customers,315,2,779.5699999999999,389.78499999999997
12736.0,1,Dormant Customers,333,1,234.0,234.0
12737.0,1,Dormant Customers,499,2,3710.5,1855.25
12738.0,1,Dormant Customers,372,1,155.35,155.35
12739.0,1,Dormant Customers,78,4,2726.73,681.6825
12740.0,1,Dormant Customers,64,1,427.6,427.6
12741.0,1,Dormant Customers,529,2,406.07,203.035
12742.0,1,Dormant Customers,626,1,1201.52,1201.52
12743.0,1,Dormant Customers,134,2,540.13,270.065
12744.0,0,Regular Customers,52,11,25317.06,2301.550909090909
12745.0,1,Dormant Customers,487,3,925.41,308.46999999999997
12746.0,1,Dormant Customers,541,1,254.55,254.55
12747.0,0,Regular Customers,2,26,8898.48,342.24923076923073
12748.0,2,Frequent Buyers,1,336,53539.64,159.34416666666667
12749.0,0,Regular Customers,4,9,6897.36,766.3733333333333
12750.0,1,Dormant Customers,129,1,275.88,275.88
12751.0,1,Dormant Customers,445,1,268.27,268.27
12752.0,1,Dormant Customers,81,1,4366.78,4366.78
12753.0,0,Regular Customers,23,6,21429.39,3571.565
12754.0,1,Dormant Customers,236,3,3010.74,1003.5799999999999
12755.0,0,Regular Customers,281,11,5236.259999999999,476.0236363636363
12756.0,1,Dormant Customers,87,1,112.07999999999998,112.07999999999998
12757.0,0,Regular Customers,16,13,7834.650000000001,602.6653846153847
12758.0,0,Regular Customers,117,7,9903.24,1414.7485714285715
12759.0,0,Regular Customers,52,8,5020.74,627.5925
12760.0,1,Dormant Customers,456,1,347.8,347.8
12761.0,1,Dormant Customers,458,2,782.95,391.475
12762.0,1,Dormant Customers,8,2,1898.52,949.26
12763.0,1,Dormant Customers,138,2,494.08,247.04
12764.0,1,Dormant Customers,317,1,1693.88,1693.88
12765.0,1,Dormant Customers,472,6,1404.58,234.09666666666666
12766.0,0,Regular Customers,4,9,8918.99,990.9988888888888
12767.0,1,Dormant Customers,376,1,949.82,949.82
12768.0,1,Dormant Customers,451,1,168.69000000000003,168.69000000000003
12769.0,1,Dormant Customers,239,1,1143.6,1143.6
12770.0,1,Dormant Customers,211,2,3246.45,1623.225
12771.0,1,Dormant Customers,486,1,282.3,282.3
12772.0,1,Dormant Customers,60,1,892.47,892.47
12773.0,1,Dormant Customers,564,1,124.25,124.25
12774.0,1,Dormant Customers,536,1,98.7,98.7
12775.0,0,Regular Customers,17,7,1686.12,240.8742857142857
12776.0,1,Dormant Customers,668,1,55.5,55.5
12777.0,1,Dormant Customers,458,1,519.45,519.45
12778.0,0,Regular Customers,20,9,1775.68,197.29777777777778
12779.0,0,Regular Customers,38,14,6474.11,462.43642857142856
12780.0,1,Dormant Customers,599,1,337.4,337.4
12781.0,1,Dormant Customers,64,2,826.74,413.37
12782.0,0,Regular Customers,5,11,4618.24,419.84
12783.0,1,Dormant Customers,2,6,2225.91,370.98499999999996
12784.0,1,Dormant Customers,9,3,1763.15,587.7166666666667
12785.0,1,Dormant Customers,364,3,1100.4,366.8
12786.0,1,Dormant Customers,610,1,728.5,728.5
12787.0,1,Dormant Customers,10,4,862.18,215.545
12788.0,1,Dormant Customers,463,4,444.9,111.225
12789.0,0,Regular Customers,65,3,273.35,91.11666666666667
12790.0,1,Dormant Customers,192,2,591.85,295.925
12791.0,1,Dormant Customers,374,6,863.51,143.91833333333332
12792.0,1,Dormant Customers,257,2,827.01,413.505
12793.0,1,Dormant Customers,335,3,885.53,295.1766666666667
12794.0,1,Dormant Customers,53,2,860.41,430.205
12795.0,1,Dormant Customers,19,1,430.48,430.48
12796.0,1,Dormant Customers,628,1,381.0,381.0
12797.0,1,Dormant Customers,366,2,552.08,276.04
12798.0,1,Dormant Customers,10,4,8510.93,2127.7325
12799.0,1,Dormant Customers,529,1,219.35,219.35
12800.0,1,Dormant Customers,470,3,584.25,194.75
12801.0,1,Dormant Customers,501,1,1071.82,1071.82
12802.0,1,Dormant Customers,187,7,2416.42,345.20285714285717
12803.0,1,Dormant Customers,393,1,1092.81,1092.81
12804.0,1,Dormant Customers,466,2,325.37,162.685
12805.0,1,Dormant Customers,382,4,1434.95,358.7375
12806.0,1,Dormant Customers,435,4,2878.96,719.74
12807.0,1,Dormant Customers,383,1,330.35,330.35
12808.0,1,Dormant Customers,37,5,776.7,155.34
12809.0,1,Dormant Customers,178,3,1755.94,585.3133333333334
12810.0,1,Dormant Customers,535,2,534.99,267.495
12811.0,1,Dormant Customers,261,5,1033.9,206.78000000000003
12812.0,1,Dormant Customers,45,1,229.64000000000001,229.64000000000001
12813.0,1,Dormant Customers,502,3,1687.8,562.6
12814.0,1,Dormant Customers,102,1,125.92,125.92
12815.0,1,Dormant Customers,148,2,1063.46,531.73
12816.0,1,Dormant Customers,96,2,572.2,286.1
12817.0,1,Dormant Customers,281,3,690.98,230.32666666666668
12818.0,1,Dormant Customers,262,1,1542.08,1542.08
12819.0,1,Dormant Customers,458,1,540.52,540.52
12820.0,0,Regular Customers,3,11,2689.52,244.50181818181818
12821.0,1,Dormant Customers,214,2,220.8,110.4
12822.0,1,Dormant Customers,71,2,948.88,474.44
12823.0,0,Regular Customers,75,18,6501.5,361.19444444444446
12824.0,1,Dormant Customers,60,1,397.12,397.12
12825.0,1,Dormant Customers,521,2,518.63,259.315
